City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,murun-kuren,49.6342,100.1625,45.16,59,100,3.62,MN,1727976208
303,queenstown,-31.8976,26.8753,62.83,38,1,12.44,ZA,1727976049
304,vilyuysk,63.7553,121.6247,33.55,97,100,4.07,RU,1727976026
305,tinajo,29.0788,-13.7081,77.88,65,20,25.32,ES,1727976212
306,la libertad,-2.2333,-80.9,78.46,69,40,11.5,EC,1727976213
307,howrah,22.5892,88.3103,80.6,94,75,0.0,IN,1727976092
308,el bauga,18.262,33.9081,98.08,14,0,4.14,SD,1727976215
309,luderitz,-26.6481,15.1594,65.37,55,72,3.42,NA,1727976217
310,federal,-30.9547,-58.7833,68.13,35,3,9.13,AR,1727976218
311,cabedelo,-6.9811,-34.8339,84.87,70,100,16.2,BR,1727976219
312,garoowe,8.4054,48.4845,85.64,46,83,13.58,SO,1727976115
313,al jadid,27.05,14.4,84.07,22,0,2.8,LY,1727976221
314,al jumum,21.6169,39.6981,88.95,41,0,7.81,SA,1727976017
315,lypova dolyna,50.5643,33.7979,60.33,32,97,8.39,UA,1727976223
316,carnarvon,-24.8667,113.6333,64.0,70,3,15.39,AU,1727976225
317,thinadhoo,0.5333,72.9333,83.34,74,83,5.75,MV,1727976226
318,whangarei,-35.7317,174.3239,42.35,93,0,1.83,NZ,1727976227
319,piti village,13.4626,144.6933,77.88,93,75,9.22,GU,1727976228
320,mianyang,31.4593,104.7542,59.83,83,100,1.34,CN,1727976229
321,soure,-0.7167,-48.5233,87.93,62,53,12.33,BR,1727976230
322,uttar char fasson,22.2332,90.7132,82.42,81,99,11.74,BD,1727976232
323,hami,42.8,93.45,65.55,23,89,10.22,CN,1727976233
324,san patricio,28.017,-97.5169,87.75,45,0,11.01,US,1727976234
325,vila velha,-20.3297,-40.2925,82.35,78,20,12.66,BR,1727976235
326,moyynkum,44.2914,72.9469,62.06,43,0,22.21,KZ,1727976237
327,berdigestyakh,62.0989,126.6992,34.0,96,100,6.46,RU,1727976238
328,gunjur,13.2019,-16.7339,87.87,62,40,8.05,GM,1727976239
329,rongelap,11.1635,166.8941,83.14,76,89,13.33,MH,1727976073
330,manokwari,-0.8667,134.0833,78.33,77,100,4.12,ID,1727976241
331,beau vallon,-20.4189,57.6953,71.83,88,75,0.0,MU,1727976243
332,chebba,35.2372,11.115,82.9,56,100,14.72,TN,1727976244
333,mana,5.6592,-53.7767,84.13,72,100,10.0,GF,1727976245
334,yekaterinoslavka,50.3734,129.1139,45.88,75,17,8.41,RU,1727976246
335,zeya,53.75,127.2667,39.29,80,95,2.39,RU,1727976247
336,chabahar,25.2919,60.643,85.55,76,0,11.95,IR,1727976248
337,port douglas,-16.4833,145.4667,71.28,81,37,9.66,AU,1727976249
338,kwang binh,17.4833,106.6,73.92,80,90,8.25,VN,1727976251
339,okehampton,50.7384,-4.0016,54.66,85,5,7.14,GB,1727976252
340,yeppoon,-23.1333,150.7333,69.96,57,44,18.61,AU,1727976253
341,olds,51.7834,-114.102,36.84,86,88,3.47,CA,1727976254
342,reggane,26.7158,0.1714,102.16,12,0,2.86,DZ,1727976255
343,black point,-34.6187,137.8972,56.53,81,82,9.82,AU,1727976256
344,castillos,-34.1667,-53.8333,57.0,55,12,8.21,UY,1727976258
345,batticaloa,7.7102,81.6924,82.06,77,48,7.61,LK,1727976259
346,shiprock,36.7855,-108.687,73.22,15,0,0.25,US,1727976260
347,greymouth,-42.4667,171.2,47.1,92,100,6.53,NZ,1727976261
348,kalmar,56.6616,16.3616,50.97,81,0,6.91,SE,1727976262
349,slavyanka,42.8633,131.3847,49.98,79,44,2.28,RU,1727976263
350,tumut,-35.3,148.2167,49.51,68,83,3.85,AU,1727976265
351,sigli,5.3848,95.9609,78.87,82,100,3.8,ID,1727976266
352,toga village,5.3848,95.9609,78.87,82,100,3.8,ID,1727976266
353,sitka,57.0531,-135.33,48.09,81,75,4.61,US,1727976268
354,hirara,24.8,125.2833,75.06,100,75,13.8,JP,1727976269
355,chibougamau,49.9168,-74.3659,56.82,67,100,16.11,CA,1727976271
356,al bab,36.3699,37.5179,74.73,36,0,7.7,SY,1727976272
357,canico,32.6333,-16.85,83.71,65,20,21.85,PT,1727976273
358,campo gallo,-26.5833,-62.85,85.15,15,6,6.96,AR,1727976274
359,liupanshui,-26.5833,-62.85,85.15,15,6,6.96,AR,1727976274
360,imbituba,-28.24,-48.6703,62.51,56,97,13.18,BR,1727976277
361,amargosa,-13.0303,-39.6047,89.62,33,24,6.13,BR,1727976278
362,val-d'or,48.1002,-77.7828,62.69,59,75,13.8,CA,1727976003
363,nhamunda,-2.1861,-56.7131,101.61,33,34,3.06,BR,1727976281
364,magadan,59.5667,150.8,40.01,91,76,7.61,RU,1727976282
365,bocana de paiwas,12.7857,-85.1227,83.55,76,63,7.76,NI,1727976135
366,cooper's town,26.8667,-77.5167,82.62,72,100,5.12,BS,1727976284
367,haiku-pauwela,20.9219,-156.3051,74.25,84,20,13.8,US,1727976285
368,belokurikha,51.9959,84.9896,37.98,75,7,2.08,RU,1727976287
369,marudi,51.9959,84.9896,37.98,75,7,2.08,RU,1727976287
370,nova sintra,14.8667,-24.7167,79.47,80,100,13.27,CV,1727976289
371,port blair,11.6667,92.75,77.04,100,100,8.05,IN,1727976290
372,taoudenni,22.6783,-3.9836,107.69,9,31,4.0,ML,1727976292
373,kutina,45.475,16.7819,50.63,96,100,9.75,HR,1727976293
374,nahuala,14.85,-91.3167,63.36,85,100,6.91,GT,1727976294
375,coquimbo,-29.9533,-71.3436,62.98,55,0,13.8,CL,1727976295
376,susuman,62.7833,148.1667,20.64,95,77,0.67,RU,1727976296
377,oranjestad,12.524,-70.027,87.91,73,40,9.22,AW,1727976178
378,goronyo,13.4423,5.6763,94.5,35,96,2.46,NG,1727976299
379,dunedin,-45.8742,170.5036,46.8,99,100,1.01,NZ,1727976300
380,pahrump,36.2083,-115.9839,84.83,14,0,1.01,US,1727976247
381,jamaame,0.0697,42.745,76.84,80,20,11.52,SO,1727976302
382,vorkuta,67.5,64.0,33.21,96,100,6.78,RU,1727976303
383,prado,-17.3411,-39.2208,80.62,64,17,14.29,BR,1727976305
384,sharm el-sheikh,27.8518,34.305,86.14,42,0,11.5,EG,1727976306
385,cabo san lucas,22.8909,-109.9124,91.71,48,0,5.75,MX,1727976180
386,niafunke,15.9322,-3.9906,98.92,25,100,6.13,ML,1727976308
387,coahuayana de hidalgo,18.7,-103.6583,87.96,67,100,1.79,MX,1727976309
388,pocoes,-14.5297,-40.3653,89.02,24,0,9.86,BR,1727976310
389,cao bang,22.6667,106.25,62.64,78,49,2.55,VN,1727976312
390,bosaso,11.2842,49.1816,85.19,75,57,5.14,SO,1727976313
391,rock springs,41.5875,-109.2029,65.23,21,0,4.61,US,1727976052
392,peace river,56.2501,-117.286,35.91,86,100,9.22,CA,1727976315
393,dalandzadgad,43.5708,104.425,53.96,36,100,9.33,MN,1727976316
394,soio,-6.1349,12.3689,76.1,82,100,10.07,AO,1727976317
395,manismata,-2.4667,111.0333,75.18,98,100,2.13,ID,1727976319
396,ciudad bolivar,8.1222,-63.5497,95.52,44,23,4.18,VE,1727976317
397,usogorsk,63.4106,48.6872,49.17,87,97,7.27,RU,1727976321
398,pyt-yakh,60.7499,72.8582,41.43,77,95,5.79,RU,1727976322
399,juan griego,11.0817,-63.9655,86.13,74,46,16.11,VE,1727976323
400,suncho corral,-27.9336,-63.4294,84.4,15,5,8.79,AR,1727976325
401,nemuro,43.3236,145.575,55.42,92,100,22.1,JP,1727976326
402,san andres,12.5847,-81.7006,86.02,74,20,8.05,CO,1727976327
403,plastun,44.7561,136.2939,44.42,74,100,5.17,RU,1727976328
404,tingo maria,-9.2895,-76.0088,88.11,58,20,2.3,PE,1727976329
405,christchurch,-43.5333,172.6333,51.91,95,75,5.01,NZ,1727976330
406,pithoro,25.5167,69.3833,83.93,65,0,20.69,PK,1727976332
407,bethanie,-26.4833,17.15,84.06,13,79,13.38,NA,1727976333
408,vryheid,-27.7695,30.7917,52.61,73,24,5.73,ZA,1727976334
409,nuku'alofa,-21.1333,-175.2,73.74,100,75,14.97,TO,1727976335
410,scottburgh,-30.2867,30.7532,62.19,72,17,9.15,ZA,1727976336
411,choibalsan,48.0667,114.5,46.18,59,100,7.47,MN,1727976337
412,hasanbeyli,37.1372,36.5593,63.99,49,0,3.4,TR,1727976339
413,puerto santa,-8.9906,-78.6456,67.48,78,64,10.13,PE,1727976340
414,waingapu,-9.6567,120.2641,79.56,78,50,12.68,ID,1727976341
415,minas de marcona,-15.2119,-75.1103,69.01,50,14,9.42,PE,1727976342
416,carahue,-38.7,-73.1667,61.83,44,79,3.8,CL,1727976343
417,luau,-10.7073,22.2247,83.46,24,93,2.1,AO,1727976344
418,iwanai,42.9744,140.5089,53.47,93,100,4.36,JP,1727976346
419,muravlenko,63.7898,74.523,40.35,66,100,12.1,RU,1727976347
420,vuktyl,63.8567,57.3094,48.24,71,100,12.64,RU,1727976348
421,nicoya,10.1483,-85.452,85.77,66,55,1.77,CR,1727976066
422,ytyk-kyuyel',10.1483,-85.452,85.77,66,55,1.77,CR,1727976066
423,severo-yeniseyskiy,60.3725,93.0408,30.11,97,100,7.47,RU,1727976351
424,puerto baquerizo moreno,-0.9,-89.6,74.39,78,75,17.27,EC,1727976353
425,siyabuswa,-25.1132,29.0445,66.33,32,0,15.17,ZA,1727976354
426,caraballeda,10.6112,-66.8522,94.86,68,8,6.91,VE,1727976355
427,weyburn,49.6668,-103.8511,48.42,61,15,13.8,CA,1727976069
428,paracatu,-17.2222,-46.8747,100.06,14,0,5.53,BR,1727976118
429,debark',13.1561,37.8981,53.58,78,81,2.24,ET,1727976359
430,newport beach,33.6189,-117.9289,76.33,80,1,6.82,US,1727976360
431,mount isa,-20.7333,139.5,60.57,44,0,1.14,AU,1727976361
432,ad dilam,23.9915,47.1627,92.26,17,2,11.16,SA,1727976362
433,dwarka,22.2394,68.9678,81.95,80,5,13.35,IN,1727976364
434,geraldton,-28.7667,114.6,59.41,82,100,8.05,AU,1727976365
435,george town,5.4112,100.3354,78.73,88,40,2.3,MY,1727976216
436,kerikeri,-35.2268,173.9474,45.21,83,3,2.86,NZ,1727976367
437,'ohonua,-35.2268,173.9474,45.21,83,3,2.86,NZ,1727976367
438,union city,37.5958,-122.0192,89.89,33,0,5.75,US,1727976042
439,siwa oasis,29.2041,25.5195,82.33,31,0,7.07,EG,1727976371
440,kalabo,-14.97,22.6814,86.79,23,87,12.62,ZM,1727976372
441,matadi,-5.8167,13.45,85.8,57,100,5.08,CD,1727976373
442,saint-pierre,-21.3393,55.4781,73.08,73,75,6.91,RE,1727976079
443,esil,51.9556,66.4042,45.63,39,1,8.75,KZ,1727976376
444,kavaratti,10.5669,72.642,81.57,83,100,3.27,IN,1727976377
445,novaya igirma,57.1334,103.9112,33.15,90,83,5.93,RU,1727976378
446,huilong,31.8111,121.655,62.65,59,0,10.18,CN,1727976379
447,mahibadhoo,3.7833,72.9667,83.98,74,49,10.07,MV,1727976381
448,tommot,58.9564,126.2925,34.5,94,98,13.62,RU,1727976382
449,nova kakhovka,46.7545,33.3486,63.16,75,92,8.43,UA,1727976383
450,colonia,50.9333,6.95,54.95,76,100,5.75,DE,1727976384
451,saint george,37.1041,-113.5841,82.44,16,0,4.0,US,1727976183
452,great torrington,50.9531,-4.144,61.23,76,14,6.11,GB,1727976386
453,badger,64.8,-147.5333,24.67,84,20,0.0,US,1727976387
454,port saint john's,-31.6229,29.5448,64.11,73,0,13.8,ZA,1727976389
455,rosetta,31.4044,30.4164,73.27,61,0,10.27,EG,1727976390
456,taltal,-25.4,-70.4833,63.34,69,28,4.52,CL,1727976391
457,kenai,60.5544,-151.2583,30.25,100,0,3.44,US,1727976392
458,lazaro cardenas,17.9583,-102.2,82.76,79,100,7.0,MX,1727976393
459,boende,-0.2167,20.8667,71.51,88,82,3.04,CD,1727976394
460,leninskoye,41.7589,69.3864,66.9,40,10,5.39,KZ,1727976396
461,kendari,-3.945,122.4989,72.61,92,77,2.53,ID,1727976397
462,gadzhiyevo,69.2551,33.3362,36.68,70,100,5.82,RU,1727976398
463,loa janan,-0.583,117.095,74.05,97,54,1.23,ID,1727976399
464,letterkenny,54.95,-7.7333,53.04,73,100,12.8,IE,1727976400
465,barretos,-20.5572,-48.5678,98.62,23,46,8.37,BR,1727976401
466,kapuskasing,49.4169,-82.4331,55.4,54,75,10.36,CA,1727976403
467,kourou,5.1552,-52.6478,85.41,67,96,8.9,GF,1727976404
468,colesberg,-30.72,25.0972,66.42,22,52,5.61,ZA,1727976405
469,aasiaat,68.7098,-52.8699,36.55,88,98,6.13,GL,1727976406
470,huarmey,-10.0681,-78.1522,70.18,74,25,10.8,PE,1727976407
471,katsuren-haebaru,26.3369,127.8719,80.62,90,75,13.8,JP,1727976408
472,ataq,14.5377,46.8319,78.28,67,13,10.29,YE,1727976410
473,shangrao,28.4532,117.9686,62.08,66,100,10.92,CN,1727976411
474,yadgir,16.7667,77.1333,73.63,88,100,11.21,IN,1727976412
475,laguna,38.421,-121.4238,86.23,34,0,3.44,US,1727976413
476,verkhnevilyuysk,63.4453,120.3167,33.71,99,100,3.78,RU,1727976415
477,nguigmi,14.2495,13.1092,83.16,63,97,12.88,NE,1727976416
478,juruti,-2.1522,-56.0922,94.42,42,36,4.7,BR,1727976417
479,port augusta,-32.5,137.7667,57.83,77,44,2.33,AU,1727976418
480,kyzylorda,44.8528,65.5092,64.42,29,0,8.95,KZ,1727976419
481,souillac,-20.5167,57.5167,71.98,88,75,0.0,MU,1727976420
482,chashniki,54.8569,29.1607,48.72,90,100,7.11,BY,1727976422
483,quang ngai,15.1167,108.8,73.36,87,98,4.23,VN,1727976423
484,ocean city,39.2776,-74.5746,75.18,70,8,5.01,US,1727976424
485,merizo village,13.2658,144.6691,77.58,94,100,15.1,GU,1727976425
486,piatra olt,44.3667,24.2667,67.17,38,96,8.84,RO,1727976426
487,kruisfontein,-34.0033,24.7314,59.47,81,0,14.23,ZA,1727976427
488,opuwo,-18.0607,13.84,90.05,18,59,12.15,NA,1727976429
489,arauca,7.0847,-70.7591,89.6,70,20,5.75,CO,1727976430
490,rikaze,29.25,88.8833,56.61,46,97,5.12,CN,1727976431
491,lashio,22.9333,97.75,67.91,99,100,0.85,MM,1727976432
492,tadine,-21.55,167.8833,65.1,82,0,9.69,NC,1727976434
493,kununurra,-15.7667,128.7333,76.98,83,12,5.75,AU,1727976435
494,carnot,4.9409,15.8665,73.49,93,81,0.89,CF,1727976436
495,hasaki,35.7333,140.8333,77.18,87,36,15.28,JP,1727976437
496,nsunga,-1.1439,31.3947,70.9,53,100,1.7,TZ,1727976438
497,rio grande,-32.035,-52.0986,60.03,58,60,12.26,BR,1727976440
498,costa teguise,-32.035,-52.0986,60.03,58,60,12.26,BR,1727976440
499,kasongo-lunda,-6.4667,16.8167,76.19,84,97,2.24,CD,1727976442
500,priob'ye,62.5206,65.5964,45.19,71,100,6.8,RU,1727976443
501,lata,40.1629,-8.3327,73.49,68,99,6.89,PT,1727976445
502,midvagur,62.0511,-7.1939,50.83,93,75,6.91,FO,1727976446
503,ust-tsilma,65.441,52.1498,37.35,97,100,4.23,RU,1727976447
504,grande prairie,55.1667,-118.8027,37.58,100,75,4.61,CA,1727976448
505,hadibu,12.65,54.0333,79.29,78,13,1.9,YE,1727976449
506,eydhafushi,5.1033,73.0708,82.96,78,36,8.46,MV,1727976451
507,sitangkai,4.6628,119.3928,82.72,76,98,6.4,PH,1727976452
508,mancora,-4.1078,-81.0475,76.55,69,58,8.86,PE,1727976453
509,northam,51.0333,-4.2167,61.61,72,16,6.91,GB,1727976454
510,tikapur,28.5,81.1333,77.95,79,0,2.73,NP,1727976455
511,comodoro rivadavia,-45.8667,-67.5,62.46,25,0,14.97,AR,1727976409
512,diepenbeek,50.9078,5.4221,54.01,73,99,5.01,BE,1727976458
513,massaguet,12.4755,15.4365,80.94,64,99,6.24,TD,1727976459
514,georgetown,5.4112,100.3354,78.73,88,40,2.3,MY,1727976275
515,tual,-5.6667,132.75,80.94,80,97,20.02,ID,1727976461
516,ujae,8.9322,165.7642,83.05,71,83,4.23,MH,1727976462
517,bardai,11.65,7.2333,78.31,62,90,18.5,NG,1727976464
518,shahrinav,38.5709,68.335,73.53,30,6,5.14,TJ,1727976465
519,ban karon,7.8477,98.2985,84.78,89,100,11.61,TH,1727976466
520,ponta delgada,37.7333,-25.6667,77.72,88,75,11.5,PT,1727976467
521,palmas,-10.2128,-48.3603,100.27,23,20,12.66,BR,1727976264
522,alo,6.5486,4.2686,78.28,88,96,11.61,NG,1727976470
523,phalodi,27.1333,72.3667,90.91,36,0,22.62,IN,1727976471
524,mananara,-16.1667,49.7667,69.76,85,4,5.37,MG,1727976472
525,kidal,18.4411,1.4078,100.27,10,13,9.46,ML,1727976473
526,hancheng,32.5186,112.3522,58.77,35,1,5.23,CN,1727976474
527,remire-montjoly,4.9167,-52.2667,89.64,58,100,5.75,GF,1727976440
528,onda,39.9667,-0.25,70.9,65,0,5.17,ES,1727976477
529,saratamata,39.9667,-0.25,70.9,65,0,5.17,ES,1727976477
530,gamba,-2.65,10.0,76.41,84,98,8.77,GA,1727976479
531,khash,28.2211,61.2158,78.12,16,0,3.0,IR,1727976480
532,paris,48.8534,2.3488,56.17,67,75,11.5,FR,1727976300
533,labytnangi,66.6572,66.4183,35.64,81,100,5.26,RU,1727976482
534,laboe,54.4,10.2167,52.0,62,75,10.36,DE,1727976484
535,milngavie,55.9407,-4.3231,55.9,66,75,5.75,GB,1727976485
536,ranohira,55.9407,-4.3231,55.9,66,75,5.75,GB,1727976485
537,anloga,5.7947,0.8973,79.39,82,76,17.94,GH,1727976487
538,melekeok village,7.4957,134.6367,79.36,89,40,0.0,PW,1727976488
539,bargara,7.4957,134.6367,79.36,89,40,0.0,PW,1727976488
540,lazarevskoye,43.9061,39.3331,63.19,83,9,4.54,RU,1727976491
541,cockburn town,21.4612,-71.1419,83.84,67,12,4.03,TC,1727976492
542,suez,29.9737,32.5263,74.37,53,0,12.59,EG,1727976493
543,azrou,33.4344,-5.2213,70.84,56,34,7.36,MA,1727976494
544,fort payne,34.4442,-85.7197,81.16,63,100,5.75,US,1727976496
545,riachao das neves,-11.7461,-44.91,100.44,14,75,4.36,BR,1727976497
546,kalkaman,51.9525,76.0211,44.8,55,2,4.72,KZ,1727976498
547,hell-ville,-13.4,48.2667,78.93,76,12,9.78,MG,1727976499
548,antsiranana,-12.2787,49.2917,75.06,75,42,17.09,MG,1727976500
549,kurumkan,54.3,110.3,35.33,65,47,3.71,RU,1727976501
550,birzebbuga,35.8258,14.5269,81.28,74,0,12.66,MT,1727976503
551,gondar,12.6,37.4667,60.96,85,92,3.38,ET,1727976504
552,jiazi,22.8779,116.067,74.28,65,97,6.55,CN,1727976505
553,chegdomyn,51.1167,133.0167,41.04,84,17,4.72,RU,1727976506
554,smolensk,55.0,33.0,56.25,44,100,5.19,RU,1727976508
555,montevideo,-34.8335,-56.1674,60.51,47,40,6.91,UY,1727976236
556,thurso,58.5927,-3.5259,52.05,75,100,7.76,GB,1727976253
557,tocopilla,-22.092,-70.1979,66.69,73,14,5.57,CL,1727976511
558,egilsstadir,65.2653,-14.3948,39.11,87,75,12.66,IS,1727976512
559,kermanshah,34.3142,47.065,67.1,28,0,16.11,IR,1727976514
560,alaghsas,17.0187,8.0168,98.49,18,4,13.8,NE,1727976515
561,udangudi,8.4333,78.0167,82.29,79,43,18.25,IN,1727976516
562,bellary,15.15,76.9333,78.19,77,87,8.61,IN,1727976517
563,bridgewater,44.3835,-64.5155,64.11,63,5,10.36,CA,1727976518
564,kataragama,44.3835,-64.5155,64.11,63,5,10.36,CA,1727976518
565,el alto,-4.2714,-81.2147,71.47,69,50,9.82,PE,1727976521
566,saint-francois,46.4154,3.9054,54.84,78,0,14.97,FR,1727976522
567,qurayyat,31.3318,37.3428,80.78,21,0,5.75,SA,1727976523
568,navia,43.5354,-6.7194,63.95,85,94,3.98,ES,1727976524
569,paradip garh,20.3167,86.6167,83.93,77,86,6.38,IN,1727976526
570,saynshand,44.8824,110.1163,50.85,47,62,11.16,MN,1727976527
571,lakhdenpokh'ya,61.5198,30.1992,44.29,86,100,3.76,RU,1727976528
572,ullal,12.8,74.85,79.75,89,40,0.0,IN,1727976529
573,mogadishu,2.0371,45.3438,78.44,84,39,15.3,SO,1727976530
574,brookings,44.3114,-96.7984,61.25,52,84,5.01,US,1727976507
575,barah,13.7,30.3667,89.69,45,78,13.65,SD,1727976532
576,shaowu,27.3409,117.4831,58.03,87,50,1.05,CN,1727976534
577,el calafate,-50.3408,-72.2768,44.96,47,16,16.78,AR,1727976535
578,impfondo,1.6381,18.0667,77.92,70,93,3.87,CG,1727976536
579,sechura,-5.5569,-80.8222,78.67,58,35,8.61,PE,1727976537
580,mhamid,29.82,-5.72,98.15,14,0,7.58,MA,1727976538
581,pangody,65.85,74.4859,35.74,90,89,10.33,RU,1727976539
582,adelia maria,-33.6315,-64.021,76.69,12,33,14.23,AR,1727976541
583,lasem,-6.6922,111.4527,80.62,73,100,6.69,ID,1727976542
584,musoma,-1.5,33.8,76.91,65,93,6.93,TZ,1727976543
585,bodo,67.28,14.405,44.64,91,75,4.61,NO,1727976388
586,kuta,-8.7233,115.1723,80.55,94,20,6.91,ID,1727976330
587,muzayri',-8.7233,115.1723,80.55,94,20,6.91,ID,1727976330
588,shagonar,51.5333,92.8,44.35,58,46,2.15,RU,1727976548
589,laayoune plage,51.5333,92.8,44.35,58,46,2.15,RU,1727976548
590,agadez,19.75,10.25,94.96,15,9,4.32,NE,1727976550
591,todos santos,23.45,-110.2167,79.45,64,1,6.89,MX,1727976551
592,gold camp,33.2937,-111.3043,97.14,14,4,2.39,US,1727976552
593,tir pul,34.5943,61.269,79.92,18,5,10.07,AF,1727976554
594,bayan nur,34.5943,61.269,79.92,18,5,10.07,AF,1727976554
595,sarakhs,36.5449,61.1577,81.21,19,27,19.22,IR,1727976556
596,bir el hafey,34.9321,9.1932,83.3,26,100,17.47,TN,1727976374
597,vila franca do campo,37.7167,-25.4333,77.41,80,100,9.46,PT,1727976558
598,nadym,65.5333,72.5167,35.62,89,83,10.27,RU,1727976294
599,machico,32.7,-16.7667,82.71,65,20,21.85,PT,1727976561
600,cadale,2.7603,46.3222,79.18,76,80,15.01,SO,1727976562
601,saurimo,-9.6608,20.3916,76.93,49,69,4.41,AO,1727976563
602,milton,34.1322,-84.3007,83.48,66,2,1.01,US,1727976564
603,noosa heads,-26.3833,153.15,65.21,65,92,10.89,AU,1727976565
604,tara,56.8944,74.371,42.4,69,26,6.67,RU,1727976567
605,portland,45.5234,-122.6762,60.58,63,75,7.0,US,1727976284
606,manatutu,45.5234,-122.6762,60.58,63,75,7.0,US,1727976284
607,kafr laha,34.8947,36.4958,73.17,62,0,5.35,SY,1727976570
608,port glaud,34.8947,36.4958,73.17,62,0,5.35,SY,1727976570
